Breed,Age_in_years,Age_in_months,Gender,Neutered_or_spayed,Body_length,Weight,Fur_colour_dominant,Fur_pattern,Eye_colour,Allowed_outdoor,Preferred_food,Owner_play_time_minutes,Sleep_time_hours,Country,Latitude,Longitude
Angora,6.5,78,male,True,39,3.5,white,solid,amber,FALSE,wet,25,17,Usa,38.89511,-77.03637
Angora,9.25,111,male,True,38,5.0,white,solid,amber,FALSE,wet,27,16,Usa,38.89511,-77.03637
Angora,9.25,111,male,False,38,3.9,white,solid,amber,FALSE,wet,22,19,Usa,38.89511,-77.03637
Angorra,9.33,112,female,False,36,3.9,white,dirty,green,FALSE,wet,25,14,Usa,38.89511,-77.03637
Angorra,8.33,100,male,True,41,4.1,white,solid,blue,FALSE,dry,18,14,Usa,40.71427,-74.00597
Angorra,4.25,51,female,False,33,2.7,white,solid,amber,FALSE,dry,38,17,Usa,40.71427,-74.00597
Angorra,6.42,77,female,True,36,2.5,white,solid,blue,TRUE,wet,19,17,Usa,38.89511,-77.03637
Angorra,9.5,114,female,True,38,4.1,white,solid,blue,FALSE,wet,18,19,Usa,42.35843,-71.05977
Angora,9.58,115,male,True,36,4.0,white,solid,blue,FALSE,wet,28,16,Usa,40.71427,-74.00597
Angora,3.0,36,female,True,39,3.1,white,solid,blue,FALSE,wet,23,16,Usa,40.71427,-74.00597
Angora,9.58,115,male,True,61,5.0,black,solid,blue,FALSE,wet,23,16,Usa,40.71427,-74.00597
Angora,9.67,116,female,True,36,4.1,white,solid,blue,FALSE,wet,23,16,Usa,40.71427,-74.00597
Angora,5.92,71,female,True,35,3.3,white,solid,blue,FALSE,wet,23,16,Usa,40.71427,-74.00597
Angora,9.67,116,male,False,39,5.2,white,solid,blue,FALSE,wet,23,16,Usa,39.29038,-76.61219
Angora,9.67,116,female,False,37,4.6,white,solid,blue,FALSE,wet,23,16,Usa,39.29038,-76.61219
Angora,6.33,76,female,True,38,4.8,white,solid,blue,FALSE,dry,23,16,Usa,53.480759,-2.242631
Angora,8.42,101,male,False,40,4.3,white,solid,amber,FALSE,wet,23,16,Usa,53.800755,-1.549077
Angora,9.75,117,male,False,38,4.4,white,solid,blue,FALSE,wet,23,16,Usa,52.486244,-1.890401
Angora,4.75,117,male,False,37,4.9,white,solid,blue,FALSE,wet,23,16,Usa,52.486244,-1.890401
Angora,4.75,48,female,True,37,2.6,black,bicolor,blue,FALSE,wet,23,16,Usa,53.480759,-2.242631
Angora,4.75,36,female,True,35,3.3,black,bicolor,blue,FALSE,dry,23,14,Uk,51.507351,-0.127758
Angora,4.75,118,female,False,35,4.9,white,solid,blue,FALSE,wet,11,17,Uk,52.486244,-1.890401
Angora,9.83,118,female,True,39,2.9,white,solid,amber,TRUE,dry,6,14,Uk,53.480759,-2.242631
Angora,9.83,118,male,False,48,5.2,red/cream,tabby,blue,FALSE,dry,22,16,Uk,53.408371,-2.991573
Angora,8.42,101,female,True,36,4.0,white,solid,blue,TRUE,wet,18,20,Uk,53.480759,-2.242631
Angora,4.92,59,female,True,35,2.9,white,solid,amber,FALSE,dry,38,13,Uk,51.507351,-0.127758
Angora,7.08,85,male,False,40,5.0,black,tortie,blue,FALSE,wet,39,17,Uk,52.486244,-1.890401
Angora,5.08,61,female,False,33,2.4,white,solid,blue,FALSE,wet,13,13,Uk,53.800755,-1.549077
Angora,10.0,120,male,False,36,3.8,white,solid,amber,FALSE,wet,23,14,Uk,53.480759,-2.242631
Angora,11.25,135,male,True,40,4.4,white,solid,blue,FALSE,wet,13,18,Uk,53.480759,-2.242631
Angora,10.0,120,female,True,37,3.7,white,solid,blue,TRUE,wet,19,17,Usa,40.71427,-74.00597
Angora,5.83,70,female,True,35,2.6,red/cream,solid,blue,FALSE,wet,23,13,Usa,41.881832,-87.623177
My coon,0.25,3,female,False,22,3.3,brown/chocolate,tabby,blue,FALSE,wet,50,16,Usa,37.77493,-122.41942
Maine coon,0.17,2,male,False,25,3.7,white,solid,blue,FALSE,wet,60,16,Usa,38.89511,-77.03637
Maine coon,0.42,5,male,False,25,3.3,brown/chocolate,solid,yellow,FALSE,wet,20,16,Usa,40.71427,-74.00597
Maine coon,0.5,6,male,False,26,3.3,brown/chocolate,tabby,yellow,FALSE,wet,54,10,Uk,53.408371,-2.991573
My coon,0.5,6,female,False,30,3.5,brown/chocolate,tabby,yellow,FALSE,wet,39,16,Usa,52.486244,-1.890401
Maine coon,0.5,6,female,False,31,3.0,white,solid,blue,FALSE,wet,24,16,Usa,51.507351,-0.127758
Maine coon,0.5,6,female,False,34,3.0,black,tortie,yellow,FALSE,wet,41,16,Usa,52.486244,-1.890401
Maine coon,0.58,7,male,False,35,3.7,white,solid,blue,FALSE,wet,54,16,Usa,51.507351,-0.127758
Maine coon,0.67,8,female,True,36,3.2,brown/chocolate,tabby,blue,FALSE,wet,47,16,Usa,53.480759,-2.242631
Maine coon,0.67,8,male,False,38,3.6,white,solid,blue,FALSE,dry,40,16,Usa,53.408371,-2.991573
Maine coon,0.67,8,male,True,40,3.1,brown/chocolate,solid,yellow,FALSE,dry,54,16,Usa,52.486244,-1.890401
Maine coon,5.0,60,female,False,38,3.9,white,solid,blue,FALSE,wet,36,16,Usa,51.507351,-0.127758
Ragdoll,1.08,13,female,True,42,3.1,black,solid,green,FALSE,wet,40,19,Uk,52.486244,-1.890401
Ragdoll,0.75,9,male,True,41,5.0,seal,solid,blue,FALSE,wet,28,20,Uk,52.486244,-1.890401
Ragdoll,0.75,9,male,True,41,5.0,seal,solid,blue,FALSE,wet,31,19,Uk,51.507351,-0.127758
Ragdoll,1.08,13,male,True,41,5.0,seal,solid,blue,FALSE,dry,28,16,Uk,51.507351,-0.127758
Ragdoll,0.75,9,male,True,41,5.0,seal,solid,blue,FALSE,wet,22,20,Uk,53.480759,-2.242631
Ragdoll,4.83,58,female,True,32,4.0,black,bicolor,yellow,FALSE,wet,21,13,Uk,53.480759,-2.242631
Maine coon,3.67,44,female,True,53,4.0,brown/chocolate,tabby,yellow,FALSE,wet,32,16,Usa,51.507351,-0.127758
Maine coon,4.75,57,male,True,56,4.0,red/cream,tabby,blue,FALSE,wet,44,16,Usa,53.408371,-2.991573
Maine coon,1.08,13,female,True,31,3.7,black,bicolor,green,FALSE,dry,28,18,Uk,53.408371,-2.991573
Maine coon,0.92,11,female,False,39,3.0,white,solid,blue,FALSE,wet,33,19,Usa,41.881832,-87.623177
Maine coon,1.42,17,female,True,37,3.2,white,solid,blue,FALSE,wet,27,18,Usa,39.29038,-76.61219
Maine coon,1.0,12,male,True,28,3.6,white,solid,blue,FALSE,wet,12,19,Uk,52.486244,-1.890401
Maine coon,3.17,38,male,True,32,3.9,white,solid,blue,TRUE,dry,28,17,Uk,53.480759,-2.242631
Maine coon,1.0,12,male,False,46,3.5,black,bicolor,yellow,FALSE,wet,17,17,Uk,53.408371,-2.991573
Maine coon,1.0,12,female,True,31,3.2,white,solid,blue,FALSE,wet,26,20,Uk,53.800755,-1.549077
Maine coon,5.17,62,female,False,38,4.0,brown/chocolate,tabby,green,FALSE,wet,38,13,Uk,53.408371,-2.991573
Maine coon,6.58,79,male,False,48,3.9,black,solid,yellow,FALSE,wet,36,13,France,47.218371,-1.553621
Maine coon,1.08,13,male,False,55,3.8,black,solid,yellow,FALSE,wet,36,18,France,47.218371,-1.553621
Maine coon,4.0,48,male,False,54,4.0,white,solid,yellow,FALSE,wet,11,13,France,48.864716,2.349014
Maine coon,4.5,54,male,True,60,5.2,black,solid,blue,FALSE,dry,16,13,France,43.296482,5.36978
Maine coon,1.17,14,female,True,35,3.3,white,solid,blue,FALSE,dry,18,18,France,47.218371,-1.553621
Maine coon,1.17,14,male,False,35,4.3,black,solid,blue,FALSE,wet,11,19,France,43.296482,5.36978
Maine coon,1.33,16,male,True,56,3.8,black,solid,blue,FALSE,wet,22,21,France,44.837789,-0.57918
Maine coon,1.33,16,female,True,50,3.3,black,solid,blue,FALSE,wet,17,21,France,48.864716,2.349014
My coon,5.58,67,male,True,56,4.2,black,solid,blue,FALSE,wet,17,16,France,48.864716,2.349014
Maine coon,1.42,17,female,False,30,3.2,black,solid,blue,FALSE,dry,39,18,France,45.76342,4.834277
Maine coon,4.75,17,male,True,47,3.6,red/cream,solid,blue,FALSE,wet,22,19,France,44.837789,-0.57918
Maine coon,4.75,18,male,False,46,4.3,brown/chocolate,solid,blue,FALSE,dry,13,18,France,47.218371,-1.553621
Maine coon,4.75,18,female,False,38,3.2,brown/chocolate,solid,blue,FALSE,dry,17,15,France,48.864716,2.349014
Maine coon,4.75,19,female,True,60,3.7,black,solid,blue,FALSE,wet,37,19,Uk,51.507351,-0.127758
Maine coon,4.75,78,male,False,53,4.0,brown/chocolate,solid,blue,FALSE,wet,31,13,Uk,51.507351,-0.127758
Maine coon,4.75,19,male,True,54,4.5,red/cream,solid,blue,FALSE,wet,14,19,Uk,53.800755,-1.549077
Maine coon,5.75,69,male,False,31,3.9,white,solid,blue,FALSE,dry,29,13,Uk,53.800755,-1.549077
Maine coon,1.58,19,female,True,53,5.0,black,solid,yellow,FALSE,wet,19,17,Uk,53.800755,-1.549077
Maine coon,1.67,20,male,True,35,3.9,brown/chocolate,tabby,yellow,FALSE,wet,34,19,Uk,53.800755,-1.549077
Maine coon,1.67,20,male,False,32,3.8,white,solid,blue,FALSE,wet,27,18,Uk,51.507351,-0.127758
Maine coon,1.75,21,male,True,36,3.3,red/cream,tabby,yellow,FALSE,wet,37,21,France,43.61166,3.87771
Maine coon,1.75,21,female,True,53,4.0,black,bicolor,yellow,FALSE,dry,20,19,Uk,53.480759,-2.242631
Maine coon,1.75,21,female,True,60,4.5,black,solid,yellow,FALSE,dry,12,16,Uk,53.408371,-2.991573
Maine coon,1.75,21,male,True,58,3.1,black,solid,yellow,TRUE,wet,26,13,Uk,53.408371,-2.991573
Maine coon,1.75,21,male,False,42,3.7,black,solid,yellow,FALSE,wet,13,19,Uk,51.507351,-0.127758
Maine coon,1.83,22,female,True,58,5.3,red/cream,solid,yellow,FALSE,dry,14,20,Uk,52.486244,-1.890401
Maine coon,1.83,22,female,False,59,6.3,black,solid,yellow,FALSE,wet,13,16,Uk,51.507351,-0.127758
Maine coon,1.92,23,male,True,40,3.4,red/cream,tabby,yellow,FALSE,dry,12,20,Germany,51.227741,6.773456
Maine coon,1.92,23,female,True,36,3.2,white,solid,blue,FALSE,dry,44,13,Uk,51.507351,-0.127758
Maine coon,1.92,23,male,True,53,4.0,red/cream,solid,yellow,FALSE,dry,30,18,Germany,52.520008,13.404954
Maine coon,2.0,24,male,True,31,3.0,white,solid,yellow,TRUE,wet,34,13,Uk,52.486244,-1.890401
Maine coon,2.0,24,female,True,46,3.8,black,solid,yellow,FALSE,wet,24,13,Uk,51.507351,-0.127758
Maine coon,2.0,24,female,False,32,3.8,white,solid,blue,FALSE,dry,23,13,Uk,52.486244,-1.890401
Ragdoll,2.0,24,female,False,38,3.3,brown/chocolate,tabby,yellow,FALSE,dry,29,13,Uk,51.507351,-0.127758
Ragdoll,2.08,25,female,True,76,6.31,black,solid,yellow,FALSE,wet,33,13,Uk,53.480759,-2.242631
Ragdoll,2.08,25,female,False,78,7.3,black,solid,yellow,FALSE,wet,14,13,Uk,53.480759,-2.242631
Ragdoll,2.17,26,female,False,70,6.0,black,solid,yellow,FALSE,dry,25,13,Uk,53.480759,-2.242631
Ragdoll,4.75,57,male,True,56,6.09,black,solid,green,FALSE,wet,38,13,Uk,52.486244,-1.890401
Maine coon,2.17,26,male,False,85,9.0,red/cream,tabby,yellow,FALSE,wet,32,13,Uk,53.480759,-2.242631
Maine coon,2.17,26,female,True,66,5.36,brown/chocolate,tabby,yellow,FALSE,wet,39,13,Uk,52.486244,-1.890401
Maine coon,2.17,26,male,True,51,9.4,brown/chocolate,tabby,yellow,FALSE,wet,39,17,Uk,53.408371,-2.991573
Maine coon,2.17,26,male,True,93,11.3,black,solid,yellow,FALSE,wet,29,13,Uk,53.408371,-2.991573
Maine coon,2.17,26,female,True,65,4.9,brown/chocolate,tabby,yellow,FALSE,dry,10,13,Uk,52.486244,-1.890401
Maine coon,2.17,26,female,False,59,6.61,black,solid,yellow,FALSE,wet,16,16,Uk,53.408371,-2.991573
Maine coon,2.25,27,female,False,66,8.42,brown/chocolate,tabby,yellow,FALSE,dry,15,13,Uk,53.800755,-1.549077
Maine coon,2.25,27,female,True,55,8.47,black,solid,yellow,FALSE,wet,10,13,Uk,52.486244,-1.890401
Maine coon,2.33,28,male,False,74,7.2,brown/chocolate,tabby,yellow,FALSE,wet,19,13,Uk,51.507351,-0.127758
Maine coon,2.33,28,male,True,68,9.9,red/cream,tabby,yellow,FALSE,dry,16,17,Uk,53.408371,-2.991573
Maine coon,2.33,28,female,True,80,6.9,black,solid,yellow,TRUE,wet,41,16,Uk,52.486244,-1.890401
My coon,2.42,29,male,True,71,8.3,red/cream,tabby,yellow,FALSE,wet,12,17,Germany,51.227741,6.773456
Maine coon,2.5,30,male,False,56,8.5,brown/chocolate,tabby,green,FALSE,wet,10,16,Germany,52.520008,13.404954
Maine coon,2.5,30,male,True,61,9.7,black,solid,yellow,FALSE,wet,21,13,Germany,48.137154,11.576124
Maine coon,2.5,30,male,True,72,9.1,red/cream,tabby,yellow,FALSE,wet,24,13,Germany,48.137154,11.576124
Maine coon,2.58,31,female,True,79,7.15,brown/chocolate,tabby,green,FALSE,dry,32,13,Germany,50.110924,8.682127
Maine coon,2.58,31,male,True,85,9.4,red/cream,tabby,green,FALSE,dry,44,13,Germany,52.520008,13.404954
Ragdoll,4.75,57,male,True,55,8.0,brown/chocolate,tabby,yellow,FALSE,dry,17,13,Uk,52.486244,-1.890401
Maine coon,2.58,31,male,True,85,9.6,black,solid,yellow,TRUE,dry,27,13,Uk,53.480759,-2.242631
Maine coon,2.58,31,female,True,45,6.09,black,solid,yellow,FALSE,dry,35,13,Uk,53.408371,-2.991573
Maine coon,2.67,32,male,True,60,9.6,brown/chocolate,tabby,yellow,FALSE,wet,14,13,Uk,53.480759,-2.242631
Maine coon,2.75,33,female,False,69,7.77,black,solid,yellow,FALSE,dry,32,17,Uk,52.486244,-1.890401
Maine coon,2.83,34,female,True,53,3.75,red/cream,solid,yellow,FALSE,wet,20,13,Uk,53.480759,-2.242631
Ragdoll,4.75,57,male,True,77,5.0,black,solid,yellow,FALSE,wet,28,17,Uk,53.408371,-2.991573
Maine coon,2.83,34,male,True,83,10.8,red/cream,tabby,green,FALSE,dry,31,17,Usa,42.35843,-71.05977
Maine coon,2.92,35,male,True,52,8.4,black,bicolor,yellow,FALSE,dry,12,13,Usa,40.71427,-74.00597
Maine coon,2.92,35,male,False,72,8.0,white,solid,yellow,FALSE,wet,25,17,Usa,40.71427,-74.00597
Maine coon,3.0,36,male,True,70,7.1,black,solid,yellow,FALSE,wet,28,16,Usa,45.52345,-122.67621
Ragdoll,3.0,36,female,True,60,4.96,brown/chocolate,tabby,yellow,FALSE,dry,18,13,Usa,45.52345,-122.67621
Maine coon,3.0,36,female,False,41,5.36,black,solid,yellow,FALSE,wet,18,13,Usa,39.29038,-76.61219
Maine coon,3.08,37,male,True,62,10.4,red/cream,tabby,yellow,TRUE,wet,30,16,Usa,41.881832,-87.623177
Maine coon,3.08,37,female,False,79,6.55,black,solid,yellow,FALSE,wet,12,13,Usa,42.35843,-71.05977
Maine coon,3.17,38,female,True,62,7.12,brown/chocolate,solid,yellow,FALSE,wet,10,13,Usa,41.881832,-87.623177
Maine coon,3.17,38,male,False,53,7.1,black,bicolor,yellow,FALSE,wet,26,16,Germany,48.137154,11.576124
Maine coon,3.17,38,male,False,80,9.8,black,solid,yellow,FALSE,dry,16,13,Germany,52.520008,13.404954
My coon,3.25,39,male,True,72,10.8,brown/chocolate,solid,yellow,FALSE,dry,12,13,Germany,50.110924,8.682127
Maine coon,3.33,40,female,True,80,5.47,black,solid,yellow,FALSE,wet,24,17,Germany,50.110924,8.682127
Maine coon,3.42,41,male,True,60,10.1,brown/chocolate,tabby,yellow,FALSE,wet,15,13,Germany,50.110924,8.682127
Maine coon,3.42,41,male,False,73,9.8,brown/chocolate,solid,yellow,FALSE,wet,37,13,Germany,52.520008,13.404954
Maine coon,3.58,43,female,False,71,5.79,red/cream,solid,yellow,FALSE,dry,20,13,Germany,50.110924,8.682127
Maine coon,3.58,43,male,False,67,10.5,brown/chocolate,tabby,yellow,FALSE,wet,12,16,Germany,48.137154,11.576124
Maine coon,3.58,43,female,False,75,8.22,black,solid,yellow,FALSE,wet,39,16,Usa,40.71427,-74.00597
Maine coon,3.58,43,female,True,51,6.67,brown/chocolate,tabby,yellow,TRUE,dry,32,13,Usa,42.35843,-71.05977
Maine coon,3.67,44,male,True,53,7.3,brown/chocolate,tabby,yellow,FALSE,wet,36,13,Usa,45.52345,-122.67621
Maine coon,3.75,45,female,True,67,4.8,black,solid,green,FALSE,dry,20,13,Usa,39.29038,-76.61219
Maine coon,3.83,46,female,True,72,7.1,black,bicolor,yellow,FALSE,wet,26,13,Usa,38.89511,-77.03637
Maine coon,3.83,46,female,True,47,5.65,black,solid,green,FALSE,wet,20,13,Usa,39.29038,-76.61219
Maine coon,3.83,46,female,False,42,7.01,brown/chocolate,bicolor,yellow,FALSE,dry,27,13,Usa,42.35843,-71.05977
Ragdoll,3.83,46,female,True,37,5.96,white,solid,blue,FALSE,wet,29,13,Usa,47.60621,-122.33207
Ragdoll,3.92,47,male,True,67,7.8,brown/chocolate,tabby,green,FALSE,dry,35,13,Usa,38.89511,-77.03637
Ragdoll,4.08,49,female,True,49,6.28,black,bicolor,yellow,TRUE,wet,10,13,Usa,38.89511,-77.03637
Ragdoll,4.08,49,female,True,67,7.09,black,solid,yellow,FALSE,dry,27,13,Usa,38.89511,-77.03637
Ragdoll,4.08,49,male,False,86,8.4,black,bicolor,yellow,FALSE,wet,11,13,Usa,38.89511,-77.03637
Ragdoll,4.08,49,female,False,38,5.06,white,solid,blue,FALSE,wet,9,13,Usa,37.77493,-122.41942
Maine coon,4.17,50,female,True,39,8.21,brown/chocolate,solid,yellow,FALSE,wet,4,13,Usa,40.71427,-74.00597
Maine coon,4.17,50,male,True,79,11.5,red/cream,tabby,green,FALSE,wet,18,13,Usa,40.71427,-74.00597
Maine coon,4.17,50,female,False,57,7.44,black,solid,yellow,FALSE,dry,13,13,Usa,38.89511,-77.03637
Maine coon,4.25,51,female,True,69,8.68,black,bicolor,yellow,FALSE,dry,9,13,Usa,40.71427,-74.00597
Maine coon,4.25,51,female,True,70,5.0,black,solid,yellow,FALSE,dry,30,16,Usa,40.71427,-74.00597
Maine coon,4.25,51,male,True,83,10.5,brown/chocolate,tabby,yellow,TRUE,dry,37,13,Usa,47.60621,-122.33207
Maine coon,4.25,51,male,False,83,11.3,black,solid,yellow,FALSE,dry,36,16,Usa,42.35843,-71.05977
Maine coon,4.33,52,male,True,70,9.7,white,solid,blue,FALSE,wet,38,13,Usa,45.52345,-122.67621
Maine coon,4.33,52,female,True,48,4.88,black,solid,yellow,FALSE,wet,25,13,Usa,42.35843,-71.05977
Maine coon,4.33,52,male,True,63,10.3,brown/chocolate,tabby,yellow,FALSE,dry,27,13,Usa,41.881832,-87.623177
Maine coon,4.42,53,female,True,77,6.39,black,solid,yellow,FALSE,wet,33,16,Usa,39.29038,-76.61219
Maine coon,4.42,53,female,False,79,6.25,black,solid,green,FALSE,wet,19,13,Usa,38.89511,-77.03637
Maine coon,4.42,53,male,False,46,6.62,black,tortie,yellow,FALSE,wet,12,13,Usa,42.35843,-71.05977
Maine coon,4.5,54,male,True,72,4.8,black,solid,yellow,FALSE,wet,26,17,Usa,40.71427,-74.00597
Maine coon,4.58,55,male,False,58,7.5,red/cream,tabby,yellow,FALSE,wet,18,13,Usa,38.89511,-77.03637
Maine coon,4.58,55,male,True,57,8.7,red/cream,solid,yellow,FALSE,dry,19,13,Usa,40.71427,-74.00597
My coon,4.67,56,male,True,71,7.0,brown/chocolate,tabby,yellow,TRUE,wet,21,13,Usa,40.71427,-74.00597
My coon,4.67,56,male,True,51,9.0,brown/chocolate,tabby,yellow,FALSE,wet,21,13,Usa,42.35843,-71.05977
My coon,4.75,57,female,True,50,5.92,black,solid,yellow,FALSE,wet,9,13,Usa,40.71427,-74.00597
My coon,4.75,57,female,True,48,6.31,black,solid,green,FALSE,wet,34,13,Usa,37.77493,-122.41942
Maine coon,4.75,57,male,True,84,11.3,black,solid,yellow,TRUE,wet,15,13,Usa,40.71427,-74.00597
Maine coon,4.83,58,male,False,54,7.0,brown/chocolate,tabby,green,FALSE,wet,37,13,Usa,47.60621,-122.33207
Maine coon,4.83,58,female,False,74,4.95,black,tortie,yellow,FALSE,wet,27,13,Usa,40.71427,-74.00597
Maine coon,4.83,58,female,True,42,6.19,brown/chocolate,tabby,yellow,FALSE,dry,25,13,Usa,40.71427,-74.00597
Maine coon,4.92,59,female,True,39,4.54,white,solid,blue,FALSE,dry,34,13,Usa,42.35843,-71.05977
My coon,4.92,59,female,True,56,8.89,black,solid,yellow,FALSE,wet,12,13,Usa,41.881832,-87.623177
Maine coon,5.0,60,female,True,59,5.76,black,solid,yellow,FALSE,dry,34,13,Usa,47.60621,-122.33207
Maine coon,5.0,60,male,False,48,8.1,black,solid,yellow,FALSE,wet,31,17,Usa,37.77493,-122.41942
Maine coon,5.0,60,male,True,76,8.4,black,solid,green,FALSE,wet,27,13,Usa,45.52345,-122.67621
Maine coon,5.0,60,female,True,68,4.23,black,solid,yellow,FALSE,wet,16,16,Usa,41.881832,-87.623177
Maine coon,5.0,60,male,True,77,10.6,red/cream,tabby,yellow,TRUE,wet,22,13,Usa,40.71427,-74.00597
Maine coon,5.0,60,male,False,72,8.1,brown/chocolate,solid,yellow,FALSE,dry,11,13,Usa,45.52345,-122.67621
Maine coon,5.08,61,female,True,49,8.26,black,solid,yellow,FALSE,dry,34,13,Usa,47.60621,-122.33207
Maine coon,5.08,61,male,True,85,9.8,black,solid,yellow,FALSE,dry,23,13,Usa,40.71427,-74.00597
Maine coon,5.17,62,female,True,72,5.31,black,solid,yellow,FALSE,wet,24,13,Usa,40.71427,-74.00597
Maine coon,5.17,62,male,False,83,10.5,black,solid,yellow,FALSE,wet,37,17,Usa,47.60621,-122.33207
My coon,5.17,62,female,True,42,6.11,black,solid,yellow,FALSE,wet,30,13,Usa,40.71427,-74.00597
My coon,5.17,62,male,True,68,9.7,red/cream,solid,yellow,FALSE,wet,9,16,Usa,39.29038,-76.61219
My coon,5.25,63,male,True,88,8.8,brown/chocolate,solid,yellow,TRUE,dry,4,13,Usa,37.77493,-122.41942
My coon,5.25,63,female,True,51,7.89,black,solid,yellow,FALSE,dry,29,13,Usa,38.89511,-77.03637
My coon,5.25,63,female,True,53,3.76,brown/chocolate,solid,yellow,FALSE,wet,18,13,Canada,45.508888,-73.561668
My coon,5.25,63,male,False,79,11.6,black,solid,yellow,FALSE,dry,11,13,Canada,49.246292,-123.116226
Maine coon,5.33,64,female,False,64,6.67,black,bicolor,yellow,FALSE,wet,24,13,Canada,51.049999,-114.066666
Maine coon,5.33,64,female,True,53,7.1,black,solid,yellow,TRUE,wet,18,16,Canada,51.049999,-114.066666
Maine coon,5.42,65,female,True,57,8.18,brown/chocolate,tabby,yellow,FALSE,wet,14,16,Canada,43.65107,-79.347015
Maine coon,5.42,65,male,False,66,7.5,red/cream,tabby,yellow,FALSE,wet,10,13,Canada,49.246292,-123.116226
Ragdoll,5.42,65,male,True,51,9.2,black,solid,yellow,FALSE,dry,18,13,Canada,43.65107,-79.347015
Ragdoll,5.5,66,male,True,41,5.0,seal,solid,blue,FALSE,wet,23,13,Canada,51.049999,-114.066666
Ragdoll,5.5,66,male,True,57,10.0,black,solid,yellow,FALSE,dry,34,13,Canada,43.65107,-79.347015
Ragdoll,5.58,67,male,False,68,10.2,red/cream,tabby,green,FALSE,wet,36,16,Canada,49.246292,-123.116226
Ragdoll,5.58,67,female,True,73,7.6,black,solid,green,FALSE,wet,27,13,Canada,49.246292,-123.116226
Maine coon,5.58,67,female,True,73,6.15,black,solid,yellow,FALSE,wet,35,13,Canada,51.049999,-114.066666
Maine coon,5.58,67,female,False,39,4.76,white,solid,blue,FALSE,wet,10,17,Canada,43.65107,-79.347015
My coon,5.58,67,female,False,70,4.6,black,tortie,yellow,FALSE,wet,18,13,Canada,45.508888,-73.561668
My coon,5.67,68,female,True,71,5.2,black,solid,yellow,FALSE,dry,18,13,Canada,51.049999,-114.066666
My coon,5.67,68,female,False,56,5.8,black,solid,green,FALSE,wet,31,13,Canada,45.508888,-73.561668
My coon,5.67,68,male,True,83,8.1,brown/chocolate,tabby,yellow,FALSE,dry,28,13,Canada,49.246292,-123.116226
My coon,5.67,68,male,False,80,9.6,red/cream,tabby,yellow,FALSE,dry,13,17,Canada,45.42153,-75.697193
Maine coon,5.75,69,female,True,43,7.65,brown/chocolate,tortie,green,FALSE,wet,36,16,Canada,43.65107,-79.347015
Maine coon,5.75,69,female,True,39,6.29,white,solid,blue,FALSE,wet,30,13,Canada,51.049999,-114.066666
Maine coon,5.75,69,male,True,51,8.9,black,solid,yellow,TRUE,dry,14,13,Usa,41.881832,-87.623177
Maine coon,5.75,69,female,False,68,5.58,black,tortie,yellow,FALSE,dry,15,16,Usa,39.29038,-76.61219
Maine coon,5.75,69,female,True,51,5.91,white,solid,yellow,TRUE,wet,13,13,Usa,45.52345,-122.67621
Maine loon,5.83,70,male,True,51,7.9,black,solid,yellow,TRUE,wet,21,13,Usa,40.71427,-74.00597
Maine coon,5.92,71,male,False,76,10.4,red/cream,tabby,yellow,FALSE,wet,28,16,Usa,43.296482,-74.00597
Maine loon,-5.916666667,-71,female,True,43,5.59,black,solid,yellow,FALSE,wet,18,16,Usa,43.296482,-74.00597
Maine coon,-5.916666667,-71,male,True,56,7.0,red/cream,tabby,yellow,FALSE,dry,30,16,Usa,43.296482,-74.00597
Maine coon,-6.0,-72,female,True,59,7.56,black,solid,yellow,FALSE,wet,20,16,Usa,43.296482,-74.00597
Maine coon,-6.0,-72,male,False,83,10.0,black,solid,green,FALSE,wet,10,16,Usa,43.296482,-74.00597
Maine coon,-6.083333333,-73,male,False,72,9.3,brown/chocolate,tabby,green,FALSE,wet,35,16,Usa,43.296482,-74.00597
Maine coon,-6.166666667,-74,male,True,58,9.1,black,solid,yellow,TRUE,wet,20,16,Usa,43.296482,-74.00597
Maine coon,-6.166666667,-74,male,False,55,5.0,black,solid,yellow,FALSE,dry,31,16,Usa,43.296482,-74.00597
Maine coon,6.17,74,male,False,87,11.5,black,bicolor,yellow,FALSE,wet,30,16,Usa,43.296482,-74.00597
Maine coon,6.17,74,male,True,45,3.65,brown/chocolate,solid,yellow,FALSE,dry,22,16,Usa,43.296482,-74.00597
Maine coon,6.25,75,male,False,87,8.3,brown/chocolate,tabby,yellow,FALSE,dry,36,16,Usa,43.296482,-74.00597
Maine coon,6.25,75,male,False,54,4.13,brown/chocolate,tabby,yellow,FALSE,dry,36,13,Usa,40.71427,-74.00597
Maine coon,6.25,75,male,True,56,8.2,red/cream,tabby,yellow,FALSE,wet,23,13,Usa,38.89511,-77.03637
Maine coon,6.25,75,male,True,60,9.9,red/cream,tabby,yellow,FALSE,wet,10,17,Usa,47.60621,-122.33207
Maine coon,6.25,75,male,True,73,11.2,white,solid,blue,FALSE,wet,21,13,Germany,52.520008,13.404954
Maine coon,6.33,76,female,True,41,6.92,black,solid,yellow,TRUE,wet,27,13,Usa,47.60621,-122.33207
Maine coon,6.33,76,female,True,42,8.13,brown/chocolate,tabby,yellow,FALSE,dry,19,16,Usa,38.89511,-77.03637
My coon,6.33,76,female,True,41,4.2,brown/chocolate,tabby,green,FALSE,wet,17,13,Usa,38.89511,-77.03637
